15541748	51,428997058824	11,872324705882	129,6	85
15541750	51,428997058824	11,872324705882	126,7	85
15541749	51,428997058824	11,872324705882	127	85
15541751	51,428997058824	11,872324705882	123,7	85
15551764	51,428997058824	11,872324705882	131,2	96
15541752	51,428997058824	11,872324705882	124,3	85
15551763	51,428997058824	11,872324705882	132,7	96
15551761	51,428997058824	11,872324705882	131,6	96
15551758	51,428997058824	11,872324705882	127,9	96
15551762	51,428997058824	11,872324705882	131,4	96
15551759	51,428997058824	11,872324705882	130,2	96
15551755	51,428997058824	11,872324705882	130,3	96
15551757	51,428997058824	11,872324705882	126,7	96
15551753	51,428997058824	11,872324705882	133	96
15551754	51,428997058824	11,872324705882	128,4	96
15551756	51,428997058824	11,872324705882	127,8	96
15551760	51,428997058824	11,872324705882	113,4	96
46795	40,667002178571	16,863871571429	302	95
46802	40,667002178571	16,863871571429	285	95
46786	40,667002178571	16,863871571429	291	95
46785	40,667002178571	16,863871571429	301	95
46791	40,667002178571	16,863871571429	299	95
46779	40,667002178571	16,863871571429	297	95
46793	40,667002178571	16,863871571429	293	95
46790	40,667002178571	16,863871571429	299	95
46783	40,667002178571	16,863871571429	296	95
46777	40,667002178571	16,863871571429	287	95
46789	40,667002178571	16,863871571429	315	95
46782	40,667002178571	16,863871571429	294	95
46780	40,667002178571	16,863871571429	275	95
46797	40,667002178571	16,863871571429	265	95
46775	40,667002178571	16,863871571429	320	95
46787	40,667002178571	16,863871571429	292	95
46776	40,667002178571	16,863871571429	287	95
46801	40,667002178571	16,863871571429	287	95
46788	40,667002178571	16,863871571429	310	95
46792	40,667002178571	16,863871571429	313	95
46796	40,667002178571	16,863871571429	293	95
46794	40,667002178571	16,863871571429	298	95
46781	40,667002178571	16,863871571429	322	95
46784	40,667002178571	16,863871571429	319	95
46778	40,667002178571	16,863871571429	314	95
46798	40,667002178571	16,863871571429	308	95
46800	40,667002178571	16,863871571429	304	95
46799	40,667002178571	16,863871571429	302	95
821515	50,2064430225	7,146858242	449	98,4
821516	50,2064430225	7,146858242	458	98,4
821517	50,2064430225	7,146858242	465	98,4
821518	50,2064430225	7,146858242	465	98,4
41617	41,526357928571	15,158586142857	396	80
41626	41,526357928571	15,158586142857	382	80
41619	41,526357928571	15,158586142857	354	80
41618	41,526357928571	15,158586142857	385	80
41623	41,526357928571	15,158586142857	404	80
41627	41,526357928571	15,158586142857	345	80
41621	41,526357928571	15,158586142857	355	80
41615	41,526357928571	15,158586142857	364	80
47542	41,526357928571	15,158586142857	391	80
41624	41,526357928571	15,158586142857	392	80
41620	41,526357928571	15,158586142857	365	80
41625	41,526357928571	15,158586142857	353	80
41616	41,526357928571	15,158586142857	350	80
41622	41,526357928571	15,158586142857	324	80
80328	41,340549	15,072787333333	761	80
80374	41,340549	15,072787333333	789	80
80376	41,340549	15,072787333333	801	80
80373	41,340549	15,072787333333	802	80
80375	41,340549	15,072787333333	806	80
80327	41,340549	15,072787333333	814	80
702297	41,331946818182	15,118436727273	922	64
702298	41,331946818182	15,118436727273	947	64
702299	41,331946818182	15,118436727273	915	64
702300	41,331946818182	15,118436727273	942	64
702301	41,331946818182	15,118436727273	948	64
702302	41,331946818182	15,118436727273	956	64
702303	41,331946818182	15,118436727273	943	64
702304	41,331946818182	15,118436727273	899	64
702305	41,331946818182	15,118436727273	882	64
702306	41,331946818182	15,118436727273	922	64
702307	41,331946818182	15,118436727273	951	64
702570	41,319821111111	15,135396888889	950	64
702571	41,319821111111	15,135396888889	965	64
702572	41,319821111111	15,135396888889	970	64
70187	41,319821111111	15,135396888889	948	64
70188	41,319821111111	15,135396888889	925	64
70189	41,319821111111	15,135396888889	913	64
70190	41,319821111111	15,135396888889	928	64
70191	41,319821111111	15,135396888889	952	64
70192	41,319821111111	15,135396888889	921	64
781454	41,104528625	15,505829375	455	64
781455	41,104528625	15,505829375	477	64
781456	41,104528625	15,505829375	509	64
781457	41,104528625	15,505829375	521	64
781458	41,104528625	15,505829375	542	64
781459	41,104528625	15,505829375	569	64
781460	41,104528625	15,505829375	573	64
